RegionCode,City,State,Country,Countrylatitude,Countrylongitude,Region,Market
R0837,Duitama,Boyacá,Colombia,4.570868,-74.297333,South America,LATAM
R0838,Jamundí,Valle del Cauca,Colombia,4.570868,-74.297333,South America,LATAM
R0839,Facatativá,Cundinamarca,Colombia,4.570868,-74.297333,South America,LATAM
R0840,Florencia,Caquetá,Colombia,4.570868,-74.297333,South America,LATAM
R0841,Valledupar,Cesar,Colombia,4.570868,-74.297333,South America,LATAM
R0842,Bello,Antioquia,Colombia,4.570868,-74.297333,South America,LATAM
R0843,Sabanalarga,Atlántico,Colombia,4.570868,-74.297333,South America,LATAM
R0844,Quibdó,Chocó,Colombia,4.570868,-74.297333,South America,LATAM
R0845,Floridablanca,Santander,Colombia,4.570868,-74.297333,South America,LATAM
R0846,Pereira,Risaralda,Colombia,4.570868,-74.297333,South America,LATAM
R0847,Pasto,Nariño,Colombia,4.570868,-74.297333,South America,LATAM
R0848,Apartadó,Antioquia,Colombia,4.570868,-74.297333,South America,LATAM
R0849,Malambo,Atlántico,Colombia,4.570868,-74.297333,South America,LATAM
R0850,Montenegro,Quindío,Colombia,4.570868,-74.297333,South America,LATAM
R0851,Pitalito,Huila,Colombia,4.570868,-74.297333,South America,LATAM
R0852,Villavicencio,Meta,Colombia,4.570868,-74.297333,South America,LATAM
R0853,Los Patios,Norte de Santander,Colombia,4.570868,-74.297333,South America,LATAM
R0854,Ciénaga,Magdalena,Colombia,4.570868,-74.297333,South America,LATAM
R0855,Girón,Santander,Colombia,4.570868,-74.297333,South America,LATAM
R0856,Sogamoso,Boyacá,Colombia,4.570868,-74.297333,South America,LATAM
R0857,Kinshasa,Kinshasa,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0858,Kolwezi,Katanga,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0859,Mbuji-mayi,Kasai-Oriental,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0860,Mbandaka,Equateur,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0861,Kisangani,Orientale,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0862,Bandundu,Bandundu,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0863,Bukavu,South Kivu,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0864,Kindu,Maniema,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0865,Kananga,Kasai-Occidental,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0866,Likasi,Katanga,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0867,Lubumbashi,Katanga,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0868,Kikwit,Bandundu,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0869,Matadi,Bas-Congo,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0870,Kalemie,Katanga,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0871,Uvira,South Kivu,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0872,Kamina,Katanga,Congo [DRC],-4.038333,21.758664,Central Africa,Africa
R0873,Loubomo,Niari,Congo [Republic],-0.228021,15.827659,Central Africa,Africa
R0874,Quesada,Alajuela,Costa Rica,9.748917,-83.753428,Central America,LATAM
R0875,Abidjan,Lagunes,Côte d'Ivoire,7.539989,-5.54708,Western Africa,Africa
R0876,Man,Dix-Huit Montagnes,Côte d'Ivoire,7.539989,-5.54708,Western Africa,Africa
R0877,Yamoussoukro,Lacs,Côte d'Ivoire,7.539989,-5.54708,Western Africa,Africa
R0878,Gagnoa,Fromager,Côte d'Ivoire,7.539989,-5.54708,Western Africa,Africa
R0879,Korhogo,Savanes,Côte d'Ivoire,7.539989,-5.54708,Western Africa,Africa
R0880,Daloa,Haut-Sassandra,Côte d'Ivoire,7.539989,-5.54708,Western Africa,Africa
R0881,Bouake,Vallee Du Bandama,Côte d'Ivoire,7.539989,-5.54708,Western Africa,Africa
R0882,Zagreb,Grad Zagreb,Croatia,45.1,15.2,Southern Europe,Europe
R0883,Rijeka,Primorsko-Goranska,Croatia,45.1,15.2,Southern Europe,Europe
R0884,Split,Splitsko-Dalmatinska,Croatia,45.1,15.2,Southern Europe,Europe
R0885,Osijek,Osjecko-Baranjska,Croatia,45.1,15.2,Southern Europe,Europe
R0886,Samobor,Zagrebacka,Croatia,45.1,15.2,Southern Europe,Europe
R0887,Santiago de Cuba,Santiago de Cuba,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0888,Manzanillo,Granma,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0889,Camagüey,Camagüey,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0890,Santa Clara,Villa Clara,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0891,Holguín,Holguín,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0892,Palma Soriano,Santiago de Cuba,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0893,Pinar del Río,Pinar del Río,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0894,Artemisa,Artemisa,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0895,Las Tunas,Las Tunas,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0896,Nueva Gerona,Isla de la Juventud,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0897,Sancti Spíritus,Sancti Spíritus,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0898,Ciego de Ávila,Ciego de Ávila,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0899,Contramaestre,Santiago de Cuba,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0900,Puerto Padre,Las Tunas,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0901,Guantánamo,Guantánamo,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0902,Cárdenas,Matanzas,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0903,Bayamo,Granma,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0904,Cienfuegos,Cienfuegos,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0905,Consolación del Sur,Pinar del Río,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0906,Matanzas,Matanzas,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0907,Moa,Holguín,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0908,Morón,Ciego de Ávila,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0909,San José de las Lajas,Mayabeque,Cuba,21.521757,-77.781167,Caribbean,LATAM
R0910,Nicosia,Nicosia,Cyprus,35.126413,33.429859,Southern Europe,Europe
R0911,Usti nad Labem,Usti nad Labem,Czech Republic,49.817492,15.472962,Eastern Europe,Europe
R0912,Prague,Prague,Czech Republic,49.817492,15.472962,Eastern Europe,Europe
R0913,Liberec,Liberec,Czech Republic,49.817492,15.472962,Eastern Europe,Europe
R0914,Plzen,Plzen,Czech Republic,49.817492,15.472962,Eastern Europe,Europe
R0915,Hradec Kralove,Hradec Kralove,Czech Republic,49.817492,15.472962,Eastern Europe,Europe
R0916,Ostrava,Moravian-Silesian,Czech Republic,49.817492,15.472962,Eastern Europe,Europe
R0917,Olomouc,Olomouc,Czech Republic,49.817492,15.472962,Eastern Europe,Europe
R0918,Copenhagen,Hovedstaden,Denmark,56.26392,9.501785,Northern Europe,Europe
R0919,Odense,South Denmark,Denmark,56.26392,9.501785,Northern Europe,Europe
R0920,Frederiksberg,Hovedstaden,Denmark,56.26392,9.501785,Northern Europe,Europe
R0921,Sonderborg,South Denmark,Denmark,56.26392,9.501785,Northern Europe,Europe
R0922,Esbjerg,South Denmark,Denmark,56.26392,9.501785,Northern Europe,Europe
R0923,Kalundborg,Zealand,Denmark,56.26392,9.501785,Northern Europe,Europe
R0924,Randers,Central Jutland,Denmark,56.26392,9.501785,Northern Europe,Europe
R0925,Djibouti,Djibouti,Djibouti,11.825138,42.590275,Eastern Africa,Africa
R0926,La Romana,La Romana,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0927,Santo Domingo,Santo Domingo,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0928,Santiago de los Caballeros,Santiago,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0929,San Pedro de Macorís,San Pedro de Macorís,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0930,Bonao,Monseñor Nouel,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0931,San Juan de la Maguana,San Juan,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0932,Baní,Peravia,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0933,San Francisco de Macorís,Duarte,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0934,Moca,Espaillat,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0935,Bajos de Haina,San Cristóbal,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0936,La Vega,La Vega,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0937,Santa Cruz de Barahona,Barahona,Dominican Republic,18.735693,-70.162651,Caribbean,LATAM
R0938,Guayaquil,Guayas,Ecuador,-1.831239,-78.183406,South America,LATAM
R0939,Cuenca,Azuay,Ecuador,-1.831239,-78.183406,South America,LATAM
R0940,Santo Domingo de los Colorados,Pichincha,Ecuador,-1.831239,-78.183406,South America,LATAM
R0941,Quito,Pichincha,Ecuador,-1.831239,-78.183406,South America,LATAM
R0942,Portoviejo,Manabi,Ecuador,-1.831239,-78.183406,South America,LATAM
R0943,Quevedo,Los Rios,Ecuador,-1.831239,-78.183406,South America,LATAM
R0944,Mallawi,Al Minya,Egypt,26.820553,30.802498,North Africa,Africa
R0945,Al Minya,Al Minya,Egypt,26.820553,30.802498,North Africa,Africa
R0946,Al Fayyum,Al Fayyum,Egypt,26.820553,30.802498,North Africa,Africa
R0947,Cairo,Al Qahirah,Egypt,26.820553,30.802498,North Africa,Africa
R0948,Alexandria,Al Iskandariyah,Egypt,26.820553,30.802498,North Africa,Africa
R0949,Hurghada,Al Bahr Al Ahmar,Egypt,26.820553,30.802498,North Africa,Africa
R0950,Tanta,Al Gharbiyah,Egypt,26.820553,30.802498,North Africa,Africa
R0951,Al Mahallah al Kubra,Al Gharbiyah,Egypt,26.820553,30.802498,North Africa,Africa
R0952,Kafr ad Dawwar,Al Buhayrah,Egypt,26.820553,30.802498,North Africa,Africa
R0953,Idfu,Aswan,Egypt,26.820553,30.802498,North Africa,Africa
R0954,Sohag,Suhaj,Egypt,26.820553,30.802498,North Africa,Africa
R0955,Minuf,Al Minufiyah,Egypt,26.820553,30.802498,North Africa,Africa
R0956,Beni Suef,Bani Suwayf,Egypt,26.820553,30.802498,North Africa,Africa
R0957,Abu Kabir,Ash Sharqiyah,Egypt,26.820553,30.802498,North Africa,Africa
R0958,Qena,Qina,Egypt,26.820553,30.802498,North Africa,Africa
R0959,Marsa Matruh,Matruh,Egypt,26.820553,30.802498,North Africa,Africa
R0960,Disuq,Kafr Ash Shaykh,Egypt,26.820553,30.802498,North Africa,Africa
R0961,Port Said,Bur Sa'id,Egypt,26.820553,30.802498,North Africa,Africa
R0962,Kafr ash Shaykh,Kafr Ash Shaykh,Egypt,26.820553,30.802498,North Africa,Africa
R0963,Akhmim,Suhaj,Egypt,26.820553,30.802498,North Africa,Africa
R0964,Damanhur,Al Buhayrah,Egypt,26.820553,30.802498,North Africa,Africa
R0965,Aswan,Aswan,Egypt,26.820553,30.802498,North Africa,Africa
R0966,Girga,Suhaj,Egypt,26.820553,30.802498,North Africa,Africa
R0967,Asyut,Asyut,Egypt,26.820553,30.802498,North Africa,Africa
R0968,Bilbeis,Ash Sharqiyah,Egypt,26.820553,30.802498,North Africa,Africa
R0969,Samalut,Al Minya,Egypt,26.820553,30.802498,North Africa,Africa
R0970,Tahta,Suhaj,Egypt,26.820553,30.802498,North Africa,Africa
R0971,San Salvador,San Salvador,El Salvador,13.794185,-88.89653,Central America,LATAM
R0972,Soyapango,San Salvador,El Salvador,13.794185,-88.89653,Central America,LATAM
R0973,Mejicanos,San Salvador,El Salvador,13.794185,-88.89653,Central America,LATAM
R0974,Ilopango,San Salvador,El Salvador,13.794185,-88.89653,Central America,LATAM
R0975,Apopa,San Salvador,El Salvador,13.794185,-88.89653,Central America,LATAM
R0976,Sonsonate,Sonsonate,El Salvador,13.794185,-88.89653,Central America,LATAM
R0977,San Martín,Cuscatlán,El Salvador,13.794185,-88.89653,Central America,LATAM
R0978,Santa Ana,Santa Ana,El Salvador,13.794185,-88.89653,Central America,LATAM
R0979,Delgado,San Salvador,El Salvador,13.794185,-88.89653,Central America,LATAM
R0980,Cuscatancingo,San Salvador,El Salvador,13.794185,-88.89653,Central America,LATAM
R0981,Antiguo Cuscatlán,La Libertad,El Salvador,13.794185,-88.89653,Central America,LATAM
R0982,Bata,Litoral,Equatorial Guinea,1.650801,10.267895,Central Africa,Africa
R0983,Keren,Anseba,Eritrea,15.179384,39.782334,Eastern Africa,Africa
R0984,Tallinn,Harjumaa,Estonia,58.595272,25.013607,Northern Europe,Europe
R0985,Tartu,Tartumaa,Estonia,58.595272,25.013607,Northern Europe,Europe
R0986,Dire Dawa,Dire Dawa,Ethiopia,9.145,40.489673,Eastern Africa,Africa
R0987,Espoo,Uusimaa,Finland,61.92411,25.748151,Northern Europe,Europe
R0988,Helsinki,Uusimaa,Finland,61.92411,25.748151,Northern Europe,Europe
R0989,Kotka,Kymenlaakso,Finland,61.92411,25.748151,Northern Europe,Europe
R0990,Vantaa,Uusimaa,Finland,61.92411,25.748151,Northern Europe,Europe
R0991,Turku,Finland Proper,Finland,61.92411,25.748151,Northern Europe,Europe
R0992,Reims,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R0993,La Rochelle,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R0994,Marseille,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R0995,Argenteuil,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R0996,Deuil-la-Barre,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R0997,Drancy,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R0998,Meudon,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R0999,Dijon,Bourgogne-Franche-Comté,France,46.227638,2.213749,Western Europe,Europe
R1000,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1001,Paris,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1002,Orsay,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1003,Quimper,Brittany,France,46.227638,2.213749,Western Europe,Europe
R1004,Mougins,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1005,Lille,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1006,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1007,Oullins,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1008,Lons-le-Saunier,Bourgogne-Franche-Comté,France,46.227638,2.213749,Western Europe,Europe
R1009,Bezons,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1010,Draguignan,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1011,Grigny,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1012,Nancy,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1013,Palaiseau,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1014,Savigny-le-Temple,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1015,Narbonne,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1016,Mont-de-Marsan,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1017,Le Bouscat,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1018,Rillieux-la-Pape,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1019,Fontaine,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1020,Clermont-Ferrand,Auvergne,France,46.227638,2.213749,Western Europe,Europe
R1021,Hazebrouck,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1022,Villeurbanne,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1023,Roubaix,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1024,Verdun,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1025,Issy-les-Moulineaux,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1026,Alfortville,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1027,Toulon,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1028,Saint-Denis,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1029,Nice,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1030,Blois,Centre-Val de Loire,France,46.227638,2.213749,Western Europe,Europe
R1031,Blanquefort,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1032,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1033,Nantes,Pays de la Loire,France,46.227638,2.213749,Western Europe,Europe
R1034,Arras,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1035,Les Clayes-sous-Bois,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1036,Evry,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1037,Gennevilliers,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1038,Montauban,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1039,Boulogne-sur-Mer,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1040,Castres,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1041,Lyon,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1042,Miramas,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1043,Mulhouse,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1044,Noisy-le-Sec,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1045,Le Mans,Pays de la Loire,France,46.227638,2.213749,Western Europe,Europe
R1046,Beaune,Bourgogne-Franche-Comté,France,46.227638,2.213749,Western Europe,Europe
R1047,Lanester,Brittany,France,46.227638,2.213749,Western Europe,Europe
R1048,Cergy,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1049,Bayonne,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1050,Roissy-en-Brie,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1051,Cholet,Pays de la Loire,France,46.227638,2.213749,Western Europe,Europe
R1052,Strasbourg,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1053,Gradignan,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1054,Talence,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1055,Chaumont,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1056,Roanne,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1057,Bourg-en-Bresse,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1058,Biarritz,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1059,Saint-Dizier,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1060,Dieppe,Normandy,France,46.227638,2.213749,Western Europe,Europe
R1061,Saint-Gratien,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1062,Chelles,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1063,Auxerre,Bourgogne-Franche-Comté,France,46.227638,2.213749,Western Europe,Europe
R1064,Voiron,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1065,Calais,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1066,Montpellier,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1067,Carquefou,Pays de la Loire,France,46.227638,2.213749,Western Europe,Europe
R1068,Le Pontet,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1069,Conflans-Sainte-Honorine,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1070,Grasse,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1071,Hayange,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1072,Clamart,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1073,Epinal,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1074,Aix-les-Bains,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1075,Pierrefitte-sur-Seine,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1076,Montesson,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1077,Pontault-Combault,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1078,Montreuil,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1079,Pessac,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1080,Rennes,Brittany,France,46.227638,2.213749,Western Europe,Europe
R1081,Le Havre,Normandy,France,46.227638,2.213749,Western Europe,Europe
R1082,Oyonnax,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1083,Brest,Brittany,France,46.227638,2.213749,Western Europe,Europe
R1084,Beauvais,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1085,Muret,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1086,Lunel,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1087,Villeparisis,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1088,Givors,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1089,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1090,Agen,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1091,Tarbes,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1092,Annecy,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1093,Villeneuve-d'Ascq,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1094,Saint-Michel-sur-Orge,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1095,Metz,Alsace-Champagne-Ardenne-Lorraine,France,46.227638,2.213749,Western Europe,Europe
R1096,Tremblay-en-France,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1097,Mantes-la-Jolie,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1098,Guyancourt,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1099,Cannes,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1100,Bourges,Centre-Val de Loire,France,46.227638,2.213749,Western Europe,Europe
R1101,Caen,Normandy,France,46.227638,2.213749,Western Europe,Europe
R1102,Bondy,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1103,Toulouse,Languedoc-Roussillon-Midi-Pyrénées,France,46.227638,2.213749,Western Europe,Europe
R1104,Pontoise,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1105,Faches-Thumesnil,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1106,Lormont,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1107,Bergerac,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1108,Meyzieu,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1109,Gien,Centre-Val de Loire,France,46.227638,2.213749,Western Europe,Europe
R1110,Bron,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1111,La Ciotat,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1112,Malakoff,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1113,Niort,Aquitaine-Limousin-Poitou-Charentes,France,46.227638,2.213749,Western Europe,Europe
R1114,Martigues,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1115,Villemomble,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1116,Rueil-Malmaison,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1117,Rambouillet,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1118,Arles,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1119,Courbevoie,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1120,La Chapelle-sur-Erdre,Pays de la Loire,France,46.227638,2.213749,Western Europe,Europe
R1121,Clichy,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1122,Saint-Pol-sur-Mer,Nord-Pas-de-Calais-Picardie,France,46.227638,2.213749,Western Europe,Europe
R1123,Corbeil-Essonnes,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1124,Montargis,Centre-Val de Loire,France,46.227638,2.213749,Western Europe,Europe
R1125,Montfermeil,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1126,Vichy,Auvergne,France,46.227638,2.213749,Western Europe,Europe
R1127,Le Chesnay,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1128,Montrouge,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1129,Istres,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1130,Villejuif,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1131,Colombes,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1132,Avignon,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1133,Saint-Malo,Brittany,France,46.227638,2.213749,Western Europe,Europe
R1134,Belfort,Bourgogne-Franche-Comté,France,46.227638,2.213749,Western Europe,Europe
R1135,Antony,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1136,Marignane,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1137,Avon,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1138,Grenoble,Auvergne-Rhône-Alpes,France,46.227638,2.213749,Western Europe,Europe
R1139,Fontainebleau,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1140,Champigny-sur-Marne,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1141,Maisons-Alfort,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
R1142,Saint-Laurent-du-Var,Provence-Alpes-Côte d'Azur,France,46.227638,2.213749,Western Europe,Europe
R1143,Fontenay-aux-Roses,Ile-de-France,France,46.227638,2.213749,Western Europe,Europe
